"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits","Primary Source","Zip Code","City Name"
"LA2019167","MAPLEWOOD PLACE PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","597","-","Calcasieu Parish","6","0","3","Ground water","70665","SULPHUR"
"LA2103478","ST TAMMANY RECREATION DISTRICT 2","Region 6","Louisiana","Transient non-community system","35","-","St. Tammany Parish","4","12","4","Ground water","70431","BUSH"
"LA2071125","PNO ELAINE STREET WHARF","Region 6","Louisiana","Non-Transient non-community system","29","-","Orleans Parish","2","2","2","Surface water purchased","70130","NEW ORLEANS"
"LA1105001","TOWN OF AMITE WATER SYSTEM","Region 6","Louisiana","Community water system","4,300","-","Tangipahoa Parish","12","5","11","Ground water","70422","AMITE"
"LA2019161","SMOKERS PARADISE #3 WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","1","6","Ground water","77433","CYPRESS"
"LA2019133","INSANE SAUSAGES WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","0","4","Ground water","70668","VINTON"
"LA2019129","CASH MAGIC-VINTON WATER SYSTEM","Region 6","Louisiana","Transient non-community system","300","-","Calcasieu Parish","5","2","7","Ground water","70508","LAFAYETTE"
"LA1079001","CITY OF ALEXANDRIA WATER SYSTEM","Region 6","Louisiana","Community water system","66,798","-","Rapides Parish","117","14","67","Ground water","71309","ALEXANDRIA"
"LA1027010","NORTON SHOP WATER SYSTEM","Region 6","Louisiana","Community water system","363","-","Claiborne Parish","6","19","11","Ground water","71038","HAYNESVILLE"
"LA1105026","VILLAGE OF TANGIPAHOA WATER SYSTEM","Region 6","Louisiana","Community water system","748","-","Tangipahoa Parish","8","38","13","Ground water","70465","TANGIPAHOA"
"LA1039015","WARD IV WATER DISTRICT","Region 6","Louisiana","Community water system","789","-","Evangeline Parish","5","2","19","Ground water","71463","OAKDALE"
"LA1097024","SAVOY SWORDS WATER SYSTEM INC","Region 6","Louisiana","Community water system","7,119","-","St. Landry Parish","26","4","32","Ground water","70535","EUNICE"
"LA1105081","FLORIDA PAR JUV DETENTION CENTER","Region 6","Louisiana","Community water system","50","-","Tangipahoa Parish","5","8","12","Ground water","70433","COVINGTON"
"LA2055095","ACADIANA GYMNASTICS WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Lafayette Parish","5","5","3","Ground water","70506","LAFAYETTE"
"LA1063018","RIVER PINES PLANTATION UTILITIES","Region 6","Louisiana","Community water system","300","-","Livingston Parish","7","15","10","Ground water","70462","SPRINGFIELD"
"LA1079010","GARDNER COMMUNITY WATER SYSTEM","Region 6","Louisiana","Community water system","4,341","-","Rapides Parish","12","7","14","Ground water","71409","BOYCE"
"LA2103147","NO PLACE LIKE HOME","Region 6","Louisiana","Transient non-community system","540","-","St. Tammany Parish","7","5","5","Ground water","70461","SLIDELL"
"LA1003003","NORTHWEST ALLEN WWD WATER SYSTEM","Region 6","Louisiana","Community water system","1,614","-","Allen Parish","11","12","29","Ground water","70644","GRANT"
"LA1003002","TOWN OF ELIZABETH WATER SYSTEM","Region 6","Louisiana","Community water system","1,017","-","Allen Parish","9","3","14","Ground water","70638","ELIZABETH"
"LA1015012","HILLCREST MHP WATER SYSTEM","Region 6","Louisiana","Community water system","120","-","Bossier Parish","4","28","13","Ground water","71037","HAUGHTON"
"LA1067002","BAYOU BONNE IDEE WS","Region 6","Louisiana","Community water system","1,701","-","Morehouse Parish","13","13","28","Ground water","71261","MER ROUGE"
"LA2019169","ENOS DERBONNE PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","96","-","Calcasieu Parish","4","0","8","Ground water","70607","LAKE CHARLES"
"LA1015002","TOWN OF BENTON WATER SYSTEM","Region 6","Louisiana","Community water system","6,825","-","Bossier Parish","7","12","12","Surface water purchased","71006","BENTON"
"LA1127019","WHEELING WATER SYSTEM  INC","Region 6","Louisiana","Community water system","369","-","Winn Parish","7","19","12","Ground water","71454","MONTGOMERY"
"LA1031009","MANSFIELD WATER SYSTEM","Region 6","Louisiana","Community water system","6,354","-","De Soto Parish","24","25","33","Surface water","71052","MANSFIELD"
"LA1097032","GREENBRIAR PRAIRIE BASSE WATER SYSTEM","Region 6","Louisiana","Community water system","1,542","-","St. Landry Parish","8","18","23","Ground water","70584","SUNSET"
"LA1073056","WEST MONROE WATER SYSTEM","Region 6","Louisiana","Community water system","15,930","-","Ouachita Parish","31","33","41","Ground water","71292","WEST MONROE"
"LA2103449","WE  DAT STOP","Region 6","Louisiana","Transient non-community system","500","-","St. Tammany Parish","5","7","7","Ground water","70401","HAMMOND"
"LA1013019","CYPRESS WATER SYSTEM","Region 6","Louisiana","Community water system","750","-","Bienville Parish","9","12","12","Ground water","71039","HEFLIN"
"LA1111022","CONCORD WATER SYSTEM","Region 6","Louisiana","Community water system","426","-","Union Parish","10","100","19","Ground water purchased","71260","MARION"
"LA1055201","ILE DES CANNES WATER SYSTEM","Region 6","Louisiana","Community water system","1,476","-","Lafayette Parish","2","0","1","Ground water purchased","70555","MAURICE"
"LA1055156","LPWD SOUTH","Region 6","Louisiana","Community water system","13,089","-","Lafayette Parish","12","5","7","Ground water purchased","70555","MAURICE"
"LA1029007","MONTEREY RURAL WATER SYSTEM INC","Region 6","Louisiana","Community water system","5,250","-","Concordia Parish","20","7","23","Ground water","71354","MONTEREY"
"LA2011029","INGEVITY SOUTH CAROLINA - DERIDDER WS","Region 6","Louisiana","Non-Transient non-community system","175","-","Beauregard Parish","3","7","8","Ground water","70634","DERIDDER"
"LA2019103","ENTERGY GULF STATES LOUISIANA LLC","Region 6","Louisiana","Non-Transient non-community system","200","-","Calcasieu Parish","5","1","11","Ground water","70669","WESTLAKE"
"LA1051005","WESTWEGO WATERWORKS","Region 6","Louisiana","Community water system","8,534","-","Jefferson Parish","19","47","46","Surface water purchased","70094","WESTWEGO"
"LA1005085","MCGAHA APARTMENTS","Region 6","Louisiana","Community water system","54","-","Ascension Parish","4","7","16","Ground water","70820","BATON ROUGE"
"LA1083017","PALMETTO ADDICTION RECOVERY","Region 6","Louisiana","Community water system","45","-","Richland Parish","13","71","41","Ground water","71269","RAYVILLE"
"LA1049012","NORTH HODGE WATER SYSTEM","Region 6","Louisiana","Community water system","468","-","Jackson Parish","9","17","19","Ground water","71247","HODGE"
"LA1067017","JONES MCGINTY WATER SYSTEM","Region 6","Louisiana","Community water system","801","-","Morehouse Parish","18","63","25","Ground water","71250","JONES"
"LA1099007","CITY OF ST MARTINVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","7,467","-","St. Martin Parish","8","16","23","Ground water","70582","ST. MARTINVILLE"
"LA1059012","WHITEHALL WATER SYSTEM INC","Region 6","Louisiana","Community water system","579","-","La Salle Parish","8","9","16","Ground water","71343","JONESVILLE"
"LA2103296","ARBY'S","Region 6","Louisiana","Transient non-community system","900","-","St. Tammany Parish","5","9","6","Ground water","70448","MANDEVILLE"
"LA1061009","LINCOLN PARISH WATERWORKS DISTRICT #1","Region 6","Louisiana","Community water system","499","-","Lincoln Parish","8","7","17","Ground water","71235","DUBACH"
"LA1049017","SOUTHEAST HODGE WATER SYSTEM","Region 6","Louisiana","Community water system","120","-","Jackson Parish","6","45","20","Ground water","71247","HODGE"
"LA1061014","MT OLIVE WATERWORKS DISTRICT","Region 6","Louisiana","Community water system","900","-","Lincoln Parish","7","2","27","Ground water","71245","GRAMBLING"
"LA2019147","DELTA FOOD & FUEL WATER SYSTEM","Region 6","Louisiana","Transient non-community system","500","-","Calcasieu Parish","4","0","6","Ground water","70668","VINTON"
"LA1047003","TOWN OF MARINGOUIN","Region 6","Louisiana","Community water system","3,300","-","Iberville Parish","6","10","16","Ground water","70757","MARINGOUIN"
"LA1017023","MOORINGSPORT WATER SYSTEM","Region 6","Louisiana","Community water system","956","-","Caddo Parish","7","126","22","Surface water purchased","71060","MOORINGSPORT"
"LA1017031","SHREVEPORT WATER SYSTEM","Region 6","Louisiana","Community water system","201,000","-","Caddo Parish","25","16","29","Surface water","71101","SHREVEPORT"
"LA2097051","WALMART DISTRIBUTION CENTER WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","600","-","St. Landry Parish","7","15","13","Ground water","70571-1879","OPELOUSAS"
"LA1097010","CITY OF OPELOUSAS WATER SYSTEM","Region 6","Louisiana","Community water system","20,229","-","St. Landry Parish","32","22","33","Ground water","70571-1879","OPELOUSAS"
"LA1069001","CAMPTI WATER SYSTEM","Region 6","Louisiana","Community water system","1,734","-","Natchitoches Parish","14","15","14","Ground water","71411","CAMPTI"
"LA2103166","OM PEARL RIVER OIL","Region 6","Louisiana","Transient non-community system","150","-","St. Tammany Parish","5","0","3","Ground water","70452","PEARL RIVER"
"LA1017019","LAKEVIEW WATER SYSTEM","Region 6","Louisiana","Community water system","1,971","-","Caddo Parish","5","19","6","Surface water purchased","71107","SHREVEPORT"
"LA1111011","MARION WATER SYSTEM","Region 6","Louisiana","Community water system","1,146","-","Union Parish","14","84","24","Ground water","71260","MARION"
"LA1059010","TOWN OF TULLOS WATER SYSTEM","Region 6","Louisiana","Community water system","792","-","La Salle Parish","13","75","16","Ground water","71479","TULLOS"
"LA1063022","TOWN OF ALBANY WATER SYSTEM","Region 6","Louisiana","Community water system","6,198","-","Livingston Parish","10","10","13","Ground water","70711","ALBANY"
"LA1113005","TOWN OF ERATH WATER SYSTEM","Region 6","Louisiana","Community water system","3,012","-","Vermilion Parish","9","13","28","Ground water","70533","ERATH"
"LA1001003","VILLAGE OF ESTHERWOOD WATER SYSTEM","Region 6","Louisiana","Community water system","900","-","Acadia Parish","8","8","14","Ground water","70534","ESTHERWOOD"
"LA1101001","TOWN OF BALDWIN WATER SUPPLY","Region 6","Louisiana","Community water system","2,500","-","St. Mary Parish","8","25","28","Surface water purchased","70514","BALDWIN"
"LA1013005","BRYCELAND WATER SYSTEM","Region 6","Louisiana","Community water system","243","-","Bienville Parish","7","8","12","Ground water","71108","BIENVILLE"
"LA1075005","POINTE A LA HACHE WATER SYSTEM","Region 6","Louisiana","Community water system","653","-","Plaquemines Parish","9","56","31","Surface water","70037","BELLE CHASSE"
"LA1075006","PORT SULPHUR WATER DISTRICT","Region 6","Louisiana","Community water system","9,222","-","Plaquemines Parish","33","34","35","Surface water","70037","BELLE CHASSE"
"LA1075004","DALCOUR WATERWORKS DISTRICT","Region 6","Louisiana","Community water system","1,209","-","Plaquemines Parish","7","26","31","Surface water","70037","BELLE CHASSE"
"LA1075001","BELLE CHASSE WATER DISTRICT","Region 6","Louisiana","Community water system","17,391","-","Plaquemines Parish","13","18","45","Surface water","70037","BELLE CHASSE"
"LA1119021","MINDEN WATER SYSTEM","Region 6","Louisiana","Community water system","16,950","-","Webster Parish","26","10","16","Ground water","71058","MINDEN"
"LA1061010","LINCOLN PARISH WATERWORKS DISTRICT #3","Region 6","Louisiana","Community water system","2,310","-","Lincoln Parish","12","8","22","Ground water","71273","RUSTON"
"LA1097007","TOWN OF MELVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","1,359","-","St. Landry Parish","6","19","29","Ground water","71353","MELVILLE"
"LA1101015","ST MARY PARISH W&S #2 BAYOU VISTA","Region 6","Louisiana","Community water system","4,652","-","St. Mary Parish","4","1","2","Surface water purchased","70392","PATTERSON"
"LA1101014","TOWN OF BERWICK","Region 6","Louisiana","Community water system","4,430","-","St. Mary Parish","4","3","3","Surface water purchased","70380","BERWICK"
"LA1005147","WHITE ROAD MOBILE HOME PARK","Region 6","Louisiana","Community water system","138","-","Ascension Parish","5","22","9","Ground water","70769","PRAIRIEVILLE"
"LA1005119","COUNTRYSIDE MOBILE HOME COURT","Region 6","Louisiana","Community water system","140","-","Ascension Parish","4","25","17","Ground water","70769","PRAIRIEVILLE"
"LA1005202","COUNTRYVIEW MOBILE HOME COURT","Region 6","Louisiana","Community water system","69","-","Ascension Parish","4","14","13","Ground water","70769","PRAIRIEVILLE"
"LA1013008","GIBSLAND WATER SYSTEM","Region 6","Louisiana","Community water system","979","-","Bienville Parish","9","27","14","Ground water","71028","GIBSLAND"
"LA1103106","MAGNOLIA WATER UTILITIES - THE MEADOWS","Region 6","Louisiana","Community water system","4,701","-","St. Tammany Parish","10","8","13","Ground water","63131","ST. LOUIS"
"LA1103148","MAGNOLIA WATER UTILITIES - MONTEREY SUBD","Region 6","Louisiana","Community water system","1,356","-","St. Tammany Parish","5","13","9","Ground water","63131","ST. LOUIS"
"LA1103142","MAGNOLIA WATER UTILITIES - GRANDE PALMS","Region 6","Louisiana","Community water system","579","-","St. Tammany Parish","4","8","9","Ground water","63131","ST. LOUIS"
"LA1103179","MAGNOLIA WATER UTILITIES - I59 MHP","Region 6","Louisiana","Community water system","255","-","St. Tammany Parish","5","7","6","Ground water","63131","ST. LOUIS"
"LA2103482","WHITE HOUSE HOLDINGS, LLC","Region 6","Louisiana","Transient non-community system","100","-","St. Tammany Parish","4","0","4","Ground water","70445","LACOMBE"
"LA1031005","EAST DESOTO WATER SYSTEM","Region 6","Louisiana","Community water system","1,140","-","De Soto Parish","18","33","12","Ground water","71052","MANSFIELD"
"LA2103530","GENES COUNTRY STORE","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","4","0","1","Ground water","70437","FOLSOM"
"LA2103531","ABITA PETRO PLUS","Region 6","Louisiana","Transient non-community system","50","-","St. Tammany Parish","4","11","1","Ground water","70420","ABITA SPRINGS"
"LA2103532","DA CRAB TRAP","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","4","0","1","Ground water","70445","LACOMBE"
"LA2103284","SLIDELL WATER SUPPLY SYSTEM NO. 2","Region 6","Louisiana","Non-Transient non-community system","3,000","-","St. Tammany Parish","11","11","7","Ground water","70459","SLIDELL"
"LA1103041","SLIDELL WATER SUPPLY","Region 6","Louisiana","Community water system","38,612","-","St. Tammany Parish","17","21","10","Ground water","70459","SLIDELL"
"LA1081009","SOCIAL SPRINGS WATER SYSTEM NORTH","Region 6","Louisiana","Community water system","675","-","Red River Parish","7","8","12","Ground water","71068","RINGGOLD"
"LA1081011","SOCIAL SPRINGS WATER SYSTEM SOUTH","Region 6","Louisiana","Community water system","690","-","Red River Parish","7","19","13","Ground water","71068","RINGGOLD"
"LA1125005","LOUISIANA STATE PENITENTIARY","Region 6","Louisiana","Community water system","6,362","-","West Feliciana Parish","16","10","16","Ground water","70712","ANGOLA"
"LA1077026","NEW ROADS WATER SYSTEM","Region 6","Louisiana","Community water system","9,024","-","Pointe Coupee Parish","13","5","21","Ground water","70760","NEW ROADS"
"LA1083008","RIVER ROAD WATER SYSTEM","Region 6","Louisiana","Community water system","2,967","-","Richland Parish","12","49","22","Ground water","71269","RAYVILLE"
"LA1065003","TALLULAH WATER SYSTEM","Region 6","Louisiana","Community water system","9,195","-","Madison Parish","8","33","51","Ground water","71282","TALLULAH"
